item_name,transaction_type,item_count,date_time
shredded cheese,add,1,2023-08-29 11:45:21
shredded cheese,add,3,2023-08-29 11:45:19
ribeye,remove,2,2023-08-29 11:45:07
pretzel,remove,2,2023-08-29 11:44:55
pork,remove,87,2023-08-29 11:44:49
pico,remove,2,2023-08-29 11:44:45
pickles,remove,1,2023-08-29 11:44:38
peameal bacon,add,3,2023-08-29 11:44:31
mayo,remove,1,2023-08-29 11:44:14
lobster,remove,5,2023-08-29 11:44:10
kimchi,add,2,2023-08-29 11:44:05
kimchi,add,5,2023-08-29 11:44:02
hot dog,remove,30,2023-08-29 11:43:54
ground beef,remove,10,2023-08-29 11:43:47
green onion,remove,2,2023-08-29 11:43:35
fries,remove,40,2023-08-29 11:43:19
fries,add,60,2023-08-29 11:43:04
clam chowder,remove,2,2023-08-29 11:42:37
ciabatta,add,3,2023-08-29 11:42:31
chili,remove,4,2023-08-29 11:42:22
chicken breast,remove,8,2023-08-29 11:41:42
cheese sliced br,remove,1,2023-08-29 11:41:38
cheese ribbons,remove,1,2023-08-29 11:41:35
cheese curds,remove,49,2023-08-29 11:41:24
cabbage,remove,2,2023-08-29 11:41:13
beef burgers,remove,35,2023-08-29 11:41:00
bean sprouts,remove,2,2023-08-29 11:40:57
bacon,remove,39,2023-08-29 11:40:47
avacodo,remove,4,2023-08-29 11:40:45
krispy kreme,add,3,2023-08-29 11:40:27
krispy kreme,add,45,2023-08-29 11:39:19
krispy kreme,remove,160,2023-08-29 11:39:17
haddock fish,remove,6,2023-08-29 11:39:02
tortilla,add,3,2023-08-29 11:25:46
thermal foil wrap,remove,1,2023-08-29 11:25:11
salsa,remove,4,2023-08-29 11:24:23
paper towels,remove,1,2023-08-29 11:24:01
pad thai,add,2,2023-08-29 11:23:50
pad thai,remove,1,2023-08-29 11:23:47
oil,add,30,2023-08-29 11:23:40
oil,remove,6,2023-08-29 11:23:38
ketchup,remove,1,2023-08-29 11:22:36
hoisin,remove,1,2023-08-29 11:22:14
gravy,add,15,2023-08-29 11:21:59
gravy,add,10,2023-08-29 11:21:58
gravy,add,2,2023-08-29 11:21:55
gloves,remove,1,2023-08-29 11:21:29
franks,add,2,2023-08-29 11:20:19
cheese sauce,remove,2,2023-08-29 11:19:38
checkered basket,remove,1,2023-08-29 11:19:32
beans,add,2,2023-08-29 11:17:36
belgian waffle,remove,1,2023-08-29 11:17:07
#8,remove,2,2023-08-29 11:16:06
200 savaday,remove,1,2023-08-29 11:15:48
#2,remove,1,2023-08-29 11:15:34
cheese curds,add,32,2023-08-28 14:34:32
haddock fish,add,6,2023-08-28 14:34:26
ribeye,add,1,2023-08-28 14:34:18
snowcrab,add,2,2023-08-28 14:34:08
chicken breast,add,8,2023-08-28 14:34:01
pork,add,40,2023-08-28 14:33:49
beef burgers,add,18,2023-08-28 14:33:39
avacodo,add,4,2023-08-28 14:33:30
ground beef,add,7,2023-08-28 14:33:10
shrimp,add,3,2023-08-28 14:32:36
bacon,add,27,2023-08-28 14:32:08
lobster,add,5,2023-08-28 14:32:01
hot dog,add,30,2023-08-28 14:31:52
clam chowder,add,2,2023-08-28 14:31:45
chili,add,4,2023-08-28 14:31:38
supreme crunch,add,33,2023-08-28 14:31:25
plumsauce,remove,2,2023-08-28 14:25:54
oil,add,1,2023-08-28 14:25:45
oil,remove,15,2023-08-28 14:25:44
water,add,22,2023-08-28 14:21:12
tomato,remove,1,2023-08-28 14:20:58
tofu,remove,1,2023-08-28 14:20:56
supreme crunch,remove,27,2023-08-28 14:20:52
snowcrab,remove,3,2023-08-28 14:20:40
shrimp,remove,7,2023-08-28 14:20:35
shredded lettuce,remove,1,2023-08-28 14:20:32
shredded cheese,remove,1,2023-08-28 14:20:22
relish,remove,1,2023-08-28 14:20:11
red cabbage,add,3,2023-08-28 14:20:05
pork,add,6,2023-08-28 14:19:47
pork,add,9,2023-08-28 14:19:41
pork,add,16,2023-08-28 14:19:36
pork,add,16,2023-08-28 14:19:33
pork,remove,93,2023-08-28 14:19:26
plumsauce,remove,2,2023-08-28 14:19:21
pico,remove,1,2023-08-28 14:19:17
perogie,remove,1,2023-08-28 14:19:05
peameal bacon,add,5,2023-08-28 14:18:55
mayo,add,2,2023-08-28 14:18:31
lobster,remove,7,2023-08-28 14:18:28
kimchi,remove,2,2023-08-28 14:18:18
hot dog,remove,40,2023-08-28 14:18:09
ground beef,remove,5,2023-08-28 14:18:04
green onion,remove,1,2023-08-28 14:17:59
fries,add,15,2023-08-28 14:17:43
dill,add,1,2023-08-28 14:17:33
clam chowder,remove,1,2023-08-28 14:17:27
cilantro,add,2,2023-08-28 14:17:25
ciabatta,remove,3,2023-08-28 14:17:17
chili,remove,1,2023-08-28 14:17:01
chicken breast,remove,15,2023-08-28 14:16:59
cheese ribbons,remove,1,2023-08-28 14:16:52
cheese curds,add,17,2023-08-28 14:16:44
cheese curds,remove,38,2023-08-28 14:16:33
cabbage,remove,2,2023-08-28 14:16:22
beef burgers,add,17,2023-08-28 14:16:06
beef burgers,remove,44,2023-08-28 14:15:48
bean sprouts,remove,2,2023-08-28 14:15:45
banana pepper,remove,2,2023-08-28 14:15:35
bacon,add,12,2023-08-28 14:15:26
bacon,remove,21,2023-08-28 14:15:13
avacodo,remove,5,2023-08-28 14:15:11
krispy kreme,add,100,2023-08-28 14:15:04
krispy kreme,add,60,2023-08-28 14:14:53
krispy kreme,remove,140,2023-08-28 14:14:52
haddock fish,remove,8,2023-08-28 14:14:42
bomba chicken,remove,1,2023-08-28 14:14:35
bbq sauce,add,1,2023-08-28 14:14:30
bbq sauce,remove,2,2023-08-28 14:14:28
#8,remove,1,2023-08-28 14:14:22
water,add,11,2023-08-28 13:09:04
water,remove,38,2023-08-28 13:09:03
tortilla,remove,2,2023-08-28 13:08:44
salsa,add,3,2023-08-28 13:07:36
oil,remove,9,2023-08-28 13:07:03
ketchup,remove,2,2023-08-28 13:06:37
jalapeno,remove,2,2023-08-28 13:06:14
hoisin,remove,1,2023-08-28 13:06:06
gravy,add,1,2023-08-28 13:05:36
gravy,remove,6,2023-08-28 13:05:35
gloves,remove,1,2023-08-28 13:05:20
doritos,add,5,2023-08-28 13:04:57
cheese sauce,remove,1,2023-08-28 13:04:06
bleach,remove,1,2023-08-28 13:03:50
beans,remove,1,2023-08-28 13:03:40
bbq sauce,remove,5,2023-08-28 13:03:13
5 piece cutlery,add,3,2023-08-28 13:02:55
#1,add,8,2023-08-28 13:02:03
cheese curds,add,24,2023-08-27 13:21:52
ribeye,add,2,2023-08-27 13:21:38
snowcrab,remove,1,2023-08-27 13:21:27
chicken breast,remove,2,2023-08-27 13:21:14
pork,add,40,2023-08-27 13:20:55
beef burgers,add,39,2023-08-27 13:20:47
avacodo,remove,3,2023-08-27 13:20:39
ground beef,add,6,2023-08-27 13:20:27
white onion,remove,1,2023-08-27 13:20:19
shrimp,add,4,2023-08-27 13:20:11
bacon,add,10,2023-08-27 13:20:02
lobster,add,2,2023-08-27 13:19:55
hot dog,remove,8,2023-08-27 13:19:45
supreme crunch,remove,8,2023-08-27 13:19:32
chili,remove,1,2023-08-27 13:19:21
fries,add,165,2023-08-27 13:19:00
fries,remove,234,2023-08-27 13:18:57
krispy kreme,add,10,2023-08-27 13:18:46
pork,add,53,2023-08-27 13:18:38
pork,remove,116,2023-08-27 13:18:36
water,add,24,2023-08-27 13:18:24
cheese curds,add,14,2023-08-27 13:18:11
cheese curds,remove,47,2023-08-27 13:18:10
beef burgers,add,5,2023-08-27 13:18:03
beef burgers,remove,48,2023-08-27 13:17:58
peameal bacon,remove,7,2023-08-27 13:17:50
pico,remove,2,2023-08-27 13:17:40
eggs,remove,2,2023-08-27 13:17:09
red onions,remove,2,2023-08-27 13:16:45
ground beef,add,2,2023-08-27 13:16:34
ground beef,remove,10,2023-08-27 13:16:33
ribeye,remove,3,2023-08-27 13:16:20
pretzel,remove,1,2023-08-27 13:15:56
ciabatta,remove,2,2023-08-27 13:15:42
shredded cheese,remove,1,2023-08-27 13:15:33
bacon,add,11,2023-08-27 13:15:22
bacon,remove,27,2023-08-27 13:15:21
red cabbage,remove,1,2023-08-27 13:15:00
cabbage,remove,2,2023-08-27 13:14:40
cilantro,remove,2,2023-08-27 13:14:30
burger lettuce,remove,1,2023-08-27 13:14:11
butter,remove,1,2023-08-27 13:13:45
tomato,remove,1,2023-08-27 13:13:35
dill,remove,1,2023-08-27 13:13:27
kimchi,remove,1,2023-08-27 13:13:18
cheese sliced br,remove,1,2023-08-27 13:13:02
water,add,14,2023-08-27 12:19:56
water,remove,29,2023-08-27 12:19:55
wowbutter,remove,1,2023-08-27 12:19:26
tortilla,remove,2,2023-08-27 12:19:16
siracha,remove,1,2023-08-27 12:18:49
salt box,remove,1,2023-08-27 12:18:41
salsa,remove,2,2023-08-27 12:18:38
paper towels,remove,3,2023-08-27 12:18:12
pad thai,remove,1,2023-08-27 12:17:55
old bay,remove,6,2023-08-27 12:17:52
oil,remove,7,2023-08-27 12:17:46
napkins,remove,4,2023-08-27 12:17:38
ketchup,add,2,2023-08-27 12:17:19
jalapeno,remove,1,2023-08-27 12:17:08
hoisin,remove,1,2023-08-27 12:17:03
gravy,add,6,2023-08-27 12:16:47
gloves,remove,4,2023-08-27 12:16:36
franks,remove,1,2023-08-27 12:16:21
foil,remove,1,2023-08-27 12:16:11
doritos,remove,6,2023-08-27 12:16:02
5 piece cutlery,remove,1,2023-08-27 12:14:40
#8,remove,1,2023-08-27 12:14:29
#8,remove,1,2023-08-27 12:14:27
#8,remove,6,2023-08-27 12:14:25
#2,remove,1,2023-08-27 12:12:10
#1,remove,3,2023-08-27 12:12:02
pork,add,40,2023-08-26 15:06:44
perogie,remove,1,2023-08-26 15:06:34
beef burgers,add,38,2023-08-26 15:03:50
bomba chicken,add,1,2023-08-26 14:51:53
bacon,add,10,2023-08-26 14:51:24
ground beef,add,8,2023-08-26 14:51:06
peameal bacon,add,3,2023-08-26 14:50:57
bacon,add,10,2023-08-26 14:50:44
supreme crunch,remove,1,2023-08-26 14:50:31
supreme crunch,remove,7,2023-08-26 14:50:29
lobster,remove,5,2023-08-26 14:49:33
avacodo,add,2,2023-08-26 14:49:17
chicken breast,add,5,2023-08-26 14:48:46
chicken breast,add,12,2023-08-26 14:48:38
chicken breast,remove,21,2023-08-26 14:48:37
avacodo,add,1,2023-08-26 14:43:28
cheese curds,add,24,2023-08-26 14:43:05
shrimp,remove,6,2023-08-26 14:42:30
chili,add,2,2023-08-26 14:42:21
clam chowder,remove,1,2023-08-26 14:42:15
ribeye,remove,1,2023-08-26 14:42:09
softshell crab,remove,2,2023-08-26 14:42:03
snowcrab,remove,1,2023-08-26 14:41:59
haddock fish,remove,3,2023-08-26 14:41:52
cheese curds,add,23,2023-08-26 14:40:57
cheese curds,remove,43,2023-08-26 14:40:40
bacon,add,7,2023-08-26 14:40:05
bacon,remove,28,2023-08-26 14:40:01
beef burgers,add,10,2023-08-26 14:39:44
beef burgers,remove,45,2023-08-26 14:39:43
peameal bacon,add,6,2023-08-26 14:39:06
peameal bacon,remove,13,2023-08-26 14:39:01
pork,add,16,2023-08-26 14:38:47
pork,add,1,2023-08-26 14:38:42
pork,add,12,2023-08-26 14:38:40
pork,add,16,2023-08-26 14:38:37
pork,add,3,2023-08-26 14:38:27
pork,add,12,2023-08-26 14:38:19
pork,add,9,2023-08-26 14:38:18
#1,remove,9,2023-08-26 14:38:03
pork,remove,3,2023-08-26 14:37:57
#1,remove,12,2023-08-26 14:37:32
pork,add,3,2023-08-26 14:37:24
#1,add,12,2023-08-26 14:36:58
#1,add,9,2023-08-26 14:36:56
pork,add,7,2023-08-26 14:36:45
pork,remove,115,2023-08-26 14:36:44
ground beef,add,2,2023-08-26 14:36:30
ground beef,remove,12,2023-08-26 14:36:29
tomato,remove,2,2023-08-26 14:34:33
red cabbage,remove,1,2023-08-26 14:33:09
pico,add,4,2023-08-26 14:32:50
mayo,remove,3,2023-08-26 14:32:21
kimchi,add,1,2023-08-26 14:32:04
green onion,remove,1,2023-08-26 14:31:48
fries,remove,30,2023-08-26 14:31:38
dill,remove,1,2023-08-26 14:30:56
ciabatta,remove,1,2023-08-26 14:30:32
cheese mozzarella,add,3,2023-08-26 14:30:13
cabbage,add,5,2023-08-26 14:29:55
burger lettuce,remove,1,2023-08-26 14:29:44
bean sprouts,add,3,2023-08-26 14:29:14
banana pepper,remove,3,2023-08-26 14:29:12
banana pepper,add,3,2023-08-26 14:29:10
krispy kreme,add,10,2023-08-26 14:28:47
bomba chicken,remove,1,2023-08-26 14:28:32
tortilla,add,5,2023-08-26 14:23:01
salsa,add,2,2023-08-26 14:22:31
plastic portion,remove,1,2023-08-26 14:22:19
paper towels,remove,1,2023-08-26 14:22:01
pad thai,remove,1,2023-08-26 14:21:50
oil,add,7,2023-08-26 14:21:43
napkins,remove,1,2023-08-26 14:21:27
gloves,remove,2,2023-08-26 14:20:13
franks,remove,2,2023-08-26 14:19:46
doritos,add,3,2023-08-26 14:19:27
coleslaw dressing,add,2,2023-08-26 14:19:16
quaker batter,remove,1,2023-08-26 14:17:47
belgian waffle,add,1,2023-08-26 14:17:33
5 piece cutlery,remove,1,2023-08-26 14:17:24
#8,remove,2,2023-08-26 14:17:16
200 savaday,add,3,2023-08-26 14:16:54
#2,remove,2,2023-08-26 14:16:46
#1,remove,4,2023-08-26 14:16:33
pork,add,44,2023-08-25 13:19:52
beans,remove,1,2023-08-25 13:13:09
belgian waffle,remove,1,2023-08-25 13:13:05
chicken breast,add,6,2023-08-25 13:09:05
peameal bacon,add,3,2023-08-25 13:08:15
supreme crunch,add,12,2023-08-25 13:07:31
supreme crunch,add,12,2023-08-25 13:07:17
supreme crunch,add,19,2023-08-25 13:07:11
softshell crab,remove,3,2023-08-25 13:06:59
softshell crab,add,5,2023-08-25 13:06:56
shrimp,add,9,2023-08-25 13:06:46
snowcrab,add,5,2023-08-25 13:06:38
lobster,add,10,2023-08-25 13:04:59
hot dog,add,42,2023-08-25 13:03:44
ground beef,add,10,2023-08-25 13:03:26
clam chowder,add,2,2023-08-25 13:03:13
chicken breast,add,15,2023-08-25 13:02:53
cheese curds,add,20,2023-08-25 13:02:33
beef burgers,add,6,2023-08-25 13:02:14
beef burgers,add,12,2023-08-25 13:01:57
beef burgers,add,20,2023-08-25 13:01:42
ribeye,add,4,2023-08-25 13:01:01
ribeye,add,1,2023-08-25 13:00:26
pork,add,27,2023-08-25 13:00:23
bacon,add,9,2023-08-25 12:59:42
pork,add,44,2023-08-25 12:59:17
perogie,add,2,2023-08-25 12:58:59
peameal bacon,add,10,2023-08-25 12:58:40
hot dog,add,6,2023-08-25 12:56:44
ground beef,add,2,2023-08-25 12:56:28
cheese curds,add,23,2023-08-25 12:55:54
beyond burger,add,4,2023-08-25 12:55:33
beef burgers,add,7,2023-08-25 12:55:23
bacon,add,10,2023-08-25 12:53:29
bacon,add,9,2023-08-25 12:52:23
avacodo,add,5,2023-08-25 12:51:42
haddock fish,add,11,2023-08-25 12:51:34
white onion,add,3,2023-08-25 12:51:06
water,add,18,2023-08-25 12:51:02
water,add,11,2023-08-25 12:50:56
tomato,add,4,2023-08-25 12:50:45
tofu,add,3,2023-08-25 12:50:41
sour cream,add,14,2023-08-25 12:50:35
shredded lettuce,add,4,2023-08-25 12:50:10
shredded cheese,add,3,2023-08-25 12:50:06
relish,add,4,2023-08-25 12:49:59
red cabbage,add,4,2023-08-25 12:49:55
pretzel,add,8,2023-08-25 12:49:45
pico,add,7,2023-08-25 12:49:39
pickles,add,11,2023-08-25 12:49:34
mayo,add,5,2023-08-25 12:49:23
kimchi,add,2,2023-08-25 12:49:07
green onion,add,4,2023-08-25 12:49:00
fries,add,24,2023-08-25 12:48:40
fries,add,24,2023-08-25 12:48:35
fries,add,36,2023-08-25 12:48:31
fries,add,180,2023-08-25 12:48:21
eggs,add,8,2023-08-25 12:48:10
dill,add,3,2023-08-25 12:48:05
cream,add,1,2023-08-25 12:47:58
cilantro,add,3,2023-08-25 12:47:54
ciabatta,add,9,2023-08-25 12:47:45
chives,add,3,2023-08-25 12:47:36
cheese sliced br,add,4,2023-08-25 12:47:29
cheese ribbons,add,3,2023-08-25 12:47:22
carrots,remove,6,2023-08-25 12:47:14
carrots,add,3,2023-08-25 12:47:11
carrots,add,5,2023-08-25 12:47:10
cabbage,add,4,2023-08-25 12:47:09
butter,add,2,2023-08-25 12:47:03
burger lettuce,add,13,2023-08-25 12:46:56
bean sprouts,add,1,2023-08-25 12:46:29
bean sprouts,add,3,2023-08-25 12:46:25
banana pepper,add,4,2023-08-25 12:46:21
red onions,add,6,2023-08-25 12:46:10
krispy kreme,add,120,2023-08-25 12:46:01
tortilla,add,3,2023-08-25 12:22:49
thermal foil wrap,add,3,2023-08-25 12:22:24
sugar,add,1,2023-08-25 12:22:15
saran wrap,add,5,2023-08-25 12:22:06
siracha,add,2,2023-08-25 12:22:05
salt packet,add,2,2023-08-25 12:21:58
salt box,add,3,2023-08-25 12:21:52
salsa,add,3,2023-08-25 12:21:49
plumsauce,add,8,2023-08-25 12:21:41
plastic portion,add,2,2023-08-25 12:21:00
plastic portion,add,3,2023-08-25 12:20:58
pepper packet,add,2,2023-08-25 12:20:51
paper towels,add,10,2023-08-25 12:20:46
pancake waffle,add,3,2023-08-25 12:20:33
pan liner,add,1,2023-08-25 12:20:31
pad thai,add,3,2023-08-25 12:20:30
old bay,add,9,2023-08-25 12:20:10
oil,add,29,2023-08-25 12:20:07
napkins,add,14,2023-08-25 12:19:56
mustard,add,14,2023-08-25 12:19:45
ketchup,add,3,2023-08-25 12:19:24
jalapeno,add,6,2023-08-25 12:19:18
hoisin,add,5,2023-08-25 12:19:09
hand soap,add,2,2023-08-25 12:18:59
gravy,add,26,2023-08-25 12:17:26
gloves,add,12,2023-08-25 12:17:09
garlic aioli,add,9,2023-08-25 12:16:54
franks,add,3,2023-08-25 12:16:46
forks,add,40,2023-08-25 12:16:43
foil,add,4,2023-08-25 12:16:40
doritos,add,6,2023-08-25 12:16:30
dish soap,add,2,2023-08-25 12:16:19
coleslaw dressing,add,2,2023-08-25 12:15:10
clean green pot,add,2,2023-08-25 12:14:07
cheese sauce,add,4,2023-08-25 12:13:52
checkered basket,add,7,2023-08-25 12:13:45
bleach,add,9,2023-08-25 12:13:30
beans,add,4,2023-08-25 12:13:23
quaker batter,add,2,2023-08-25 12:13:14
chipotle sauce,add,5,2023-08-25 12:13:09
bomba chicken,add,2,2023-08-25 12:13:04
belgian waffle,add,2,2023-08-25 12:13:00
bbq sauce dip,add,8,2023-08-25 12:12:50
bbq sauce,add,12,2023-08-25 12:12:36
5 piece cutlery,add,4,2023-08-25 12:12:25
200 savaday,add,5,2023-08-25 12:12:13
#2,add,6,2023-08-25 12:12:10
#1,add,13,2023-08-25 12:11:57
#8,add,31,2023-08-25 12:11:51
wowbutter,add,2,2023-08-25 11:36:38
wowbutter,remove,2,2023-08-25 11:36:35
white onion,remove,3,2023-08-25 11:36:33
water,remove,35,2023-08-25 11:36:31
tortilla,remove,5,2023-08-25 11:36:27
tomato,remove,5,2023-08-25 11:36:25
tofu,remove,3,2023-08-25 11:36:24
thermal foil wrap,remove,4,2023-08-25 11:36:22
supreme crunch,remove,11,2023-08-25 11:36:15
sugar,remove,1,2023-08-25 11:36:12
sour cream,remove,16,2023-08-25 11:36:09
softshell crab,remove,2,2023-08-25 11:36:06
snowcrab,remove,6,2023-08-25 11:36:04
saran wrap,remove,6,2023-08-25 11:36:02
siracha,remove,2,2023-08-25 11:36:00
shrimp,remove,12,2023-08-25 11:35:58
shredded lettuce,remove,4,2023-08-25 11:35:56
shredded cheese,remove,3,2023-08-25 11:35:54
salt packet,remove,2,2023-08-25 11:35:52
salt box,remove,3,2023-08-25 11:35:50
salsa,remove,5,2023-08-25 11:35:48
ribeye,remove,6,2023-08-25 11:35:44
relish,remove,4,2023-08-25 11:35:43
red cabbage,remove,4,2023-08-25 11:35:40
pretzel,remove,10,2023-08-25 11:35:38
pork,remove,153,2023-08-25 11:35:36
plumsauce,remove,9,2023-08-25 11:35:34
plastic portion,remove,3,2023-08-25 11:35:30
plastic portion,remove,2,2023-08-25 11:35:27
pico,remove,6,2023-08-25 11:35:24
pickles,remove,12,2023-08-25 11:35:23
perogie,remove,2,2023-08-25 11:35:20
pepper packet,remove,2,2023-08-25 11:35:18
peameal bacon,remove,18,2023-08-25 11:35:17
paper towels,remove,8,2023-08-25 11:35:13
pancake waffle,remove,3,2023-08-25 11:35:11
pan liner,remove,1,2023-08-25 11:35:08
pad thai,remove,4,2023-08-25 11:35:06
old bay,remove,6,2023-08-25 11:35:05
oil,remove,36,2023-08-25 11:35:03
napkins,remove,16,2023-08-25 11:35:01
mustard,remove,14,2023-08-25 11:34:57
mayo,remove,6,2023-08-25 11:34:55
lobster,remove,10,2023-08-25 11:34:54
kimchi,remove,4,2023-08-25 11:34:48
ketchup,remove,4,2023-08-25 11:34:47
jalapeno,remove,4,2023-08-25 11:34:46
hot dog,remove,54,2023-08-25 11:34:41
hoisin,remove,6,2023-08-25 11:34:39
hand soap,remove,3,2023-08-25 11:34:37
ground beef,remove,10,2023-08-25 11:34:35
gravy,remove,26,2023-08-25 11:34:31
gloves,remove,15,2023-08-25 11:34:29
garlic aioli,remove,9,2023-08-25 11:34:27
fries,remove,203,2023-08-25 11:34:24
forks,remove,40,2023-08-25 11:34:21
franks,remove,3,2023-08-25 11:34:20
foil,remove,5,2023-08-25 11:34:15
eggs,remove,8,2023-08-25 11:34:13
doritos,remove,6,2023-08-25 11:34:09
dish soap,remove,2,2023-08-25 11:34:08
dill,remove,3,2023-08-25 11:34:06
cream,remove,1,2023-08-25 11:34:03
coleslaw dressing,remove,5,2023-08-25 11:34:01
clean green pot,remove,2,2023-08-25 11:33:58
clam chowder,remove,2,2023-08-25 11:33:57
cilantro,remove,4,2023-08-25 11:33:55
ciabatta,remove,7,2023-08-25 11:33:52
chives,remove,3,2023-08-25 11:33:49
chili,remove,2,2023-08-25 11:33:46
chicken breast,remove,25,2023-08-25 11:33:44
cheese sliced br,remove,5,2023-08-25 11:33:41
cheese sauce,remove,4,2023-08-25 11:33:39
cheese ribbons,remove,3,2023-08-25 11:33:38
cheese mozzarella,remove,2,2023-08-25 11:33:36
cheese curds,remove,38,2023-08-25 11:33:33
checkered basket,remove,7,2023-08-25 11:33:29
carrots,remove,2,2023-08-25 11:33:27
cabbage,remove,5,2023-08-25 11:33:24
butter,remove,2,2023-08-25 11:33:22
burger lettuce,remove,15,2023-08-25 11:33:20
blueberry,remove,4,2023-08-25 11:33:18
blueberry filling,remove,4,2023-08-25 11:33:16
bleach,remove,9,2023-08-25 11:33:14
beyond burger,remove,4,2023-08-25 11:33:12
beef burgers,remove,28,2023-08-25 11:33:10
beans,remove,5,2023-
bacon,remove,34,2023-08-25 11:33:02
avacodo,remove,5,2023-08-25 11:33:00
red onions,remove,6,2023-08-25 11:32:58
quaker batter,remove,2,2023-08-25 11:32:55
krispy kreme,remove,124,2023-08-25 11:32:54
haddock fish,remove,11,2023-08-25 11:32:51
chipotle sauce,remove,5,2023-08-25 11:32:49
belgian waffle,remove,2,2023-08-25 11:32:48
bbq sauce,remove,15,2023-08-25 11:32:45
bbq sauce dip,remove,8,2023-08-25 11:32:40
5 piece cutlery,remove,5,2023-08-25 11:32:38
#8,remove,26,2023-08-25 11:32:35
200 savaday,remove,5,2023-08-25 11:32:32
#2,remove,8,2023-08-25 11:32:31
#1,remove,15,2023-08-25 11:32:29
tortilla,remove,3,2023-08-24 11:11:34
siracha,remove,1,2023-08-24 11:10:27
salt box,remove,2,2023-08-24 11:10:13
salsa,remove,5,2023-08-24 11:09:55
paper towels,remove,1,2023-08-24 11:08:08
paper towels,remove,6,2023-08-24 11:08:06
pad thai,remove,1,2023-08-24 11:07:35
oil,remove,6,2023-08-24 11:07:22
napkins,remove,7,2023-08-24 11:06:13
mustard,remove,1,2023-08-24 11:05:59
ketchup,remove,3,2023-08-24 11:06:22
jalapeno,remove,1,2023-08-24 11:05:14
gravy,add,2,2023-08-24 11:03:00
gravy,remove,2,2023-08-24 11:02:56
gravy,remove,5,2023-08-24 11:02:54
gravy,remove,4,2023-08-24 11:02:53
gloves,remove,20,2023-08-24 11:02:38
garlic aioli,add,4,2023-08-24 11:02:22
franks,remove,1,2023-08-24 11:01:50
franks,add,3,2023-08-24 11:01:48
dish soap,remove,2,2023-08-24 11:01:21
cheese sauce,remove,1,2023-08-24 11:00:33
bleach,remove,3,2023-08-24 11:00:03
#2,remove,1,2023-08-24 10:57:27
#1,add,2,2023-08-24 10:56:49
#1,add,1,2023-08-24 10:56:45
#1,add,3,2023-08-24 10:56:43
#1,add,6,2023-08-24 10:56:41
#1,add,3,2023-08-24 10:56:41
#1,remove,17,2023-08-24 10:56:37
cheese curds,add,14,2023-08-24 10:31:00
cheese curds,add,10,2023-08-24 10:30:32
cheese curds,add,14,2023-08-24 10:30:27
cheese curds,remove,67,2023-08-24 10:30:05
cheese curds,add,21,2023-08-24 10:28:57
pork,add,17,2023-08-24 10:28:29
pork,add,22,2023-08-24 10:28:10
beef burgers,add,12,2023-08-24 10:27:38
beef burgers,add,4,2023-08-24 10:27:26
beef burgers,add,6,2023-08-24 10:27:16
chicken breast,add,9,2023-08-24 10:27:03
chicken breast,add,1,2023-08-24 10:26:48
chicken breast,add,15,2023-08-24 10:26:42
chicken breast,remove,24,2023-08-24 10:26:41
peameal bacon,add,3,2023-08-24 10:26:27
avacodo,remove,3,2023-08-24 10:25:48
ground beef,add,8,2023-08-24 10:25:22
supreme crunch,add,11,2023-08-24 10:25:11
supreme crunch,remove,23,2023-08-24 10:25:10
chili,add,2,2023-08-24 10:24:59
shrimp,add,5,2023-08-24 10:24:50
bacon,add,15,2023-08-24 10:24:41
lobster,remove,2,2023-08-24 10:24:29
softshell crab,add,1,2023-08-24 10:24:14
snowcrab,add,5,2023-08-24 10:24:09
clam chowder,remove,1,2023-08-24 10:23:59
ribeye,add,4,2023-08-24 10:23:55
haddock fish,add,4,2023-08-24 10:23:32
beef burgers,add,6,2023-08-24 10:22:52
beef burgers,remove,18,2023-08-24 10:22:51
pork,add,1,2023-08-24 10:21:46
pork,add,12,2023-08-24 10:21:44
pork,add,19,2023-08-24 10:21:35
pork,add,3,2023-08-24 10:21:25
pork,add,16,2023-08-24 10:21:24
pork,add,13,2023-08-24 10:21:13
pork,add,9,2023-08-24 10:20:36
pork,add,12,2023-08-24 10:20:24
pork,add,3,2023-08-24 10:20:21
bacon,add,10,2023-08-24 10:19:41
pork,add,14,2023-08-24 10:19:22
pork,add,12,2023-08-24 10:19:15
pork,remove,139,2023-08-24 10:19:08
peameal bacon,add,9,2023-08-24 10:18:09
bacon,add,3,2023-08-24 10:18:00
bacon,add,6,2023-08-24 10:17:58
bacon,remove,27,2023-08-24 10:17:55
peameal bacon,add,6,2023-08-24 10:17:49
peameal bacon,remove,18,2023-08-24 10:17:45
ribeye,add,2,2023-08-24 10:17:31
ribeye,remove,6,2023-08-24 10:17:30
ground beef,add,2,2023-08-24 10:17:22
ground beef,remove,9,2023-08-24 10:17:21
water,remove,9,2023-08-24 10:17:02
shredded cheese,remove,1,2023-08-24 10:16:00
relish,add,4,2023-08-24 10:15:49
red cabbage,add,3,2023-08-24 10:15:40
pico,remove,1,2023-08-24 10:15:18
pickles,remove,1,2023-08-24 10:15:12
perogie,remove,1,2023-08-24 10:15:02
mayo,remove,2,2023-08-24 10:14:28
kimchi,add,3,2023-08-24 10:14:14
green onion,remove,1,2023-08-24 10:14:00
bean sprouts,remove,1,2023-08-24 10:13:21
fries,add,80,2023-08-24 10:12:56
cilantro,remove,1,2023-08-24 10:12:28
ciabatta,remove,3,2023-08-24 10:12:24
